Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Project_ID), Document_Name FROM Documents_with_Expenses JOIN Documents ON Documents_with_Expenses.Document_ID = Documents.Document_ID WHERE  Documents_with_Expenses.Document_ID >= 8 AND Document_Date IN (SELECT Document_Date FROM Documents AS r WHERE r.Project_ID BETWEEN 1 AND 10) ORDER BY Document_Name DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT m.Project_ID FROM Projects AS m JOIN Projects ON Projects.Project_ID = m.Project_ID WHERE  m.Project_ID <= 84
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Documents.Document_ID, Document_Type_Code FROM Documents_with_Expenses JOIN Documents JOIN Projects ON Documents.Project_ID = Projects.Project_ID AND Documents_with_Expenses.Document_ID = Documents.Document_ID GROUP BY Document_Type_Code"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Document_Date), Document_Type_Code FROM Documents WHERE  Project_ID > 99 GROUP BY Document_Type_Code ORDER BY Document_Type_Code ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Accounts.Statement_ID, Document_Name FROM Documents JOIN Statements JOIN Accounts ON Documents.Document_ID = Statements.Statement_ID AND Statements.Statement_ID = Accounts.Statement_ID WHERE  Statements.Statement_ID < 25 ORDER BY Document_Name DESC LIMIT 5"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Projects.Project_ID, Document_Type_Code FROM Documents JOIN Projects ON Documents.Project_ID = Projects.Project_ID WHERE  Documents.Project_ID != 23 GROUP BY Document_Type_Code"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT v.Document_Description, v.Other_Details FROM Documents JOIN Documents AS v ON Documents.Document_ID = v.Document_ID WHERE  v.Project_ID = 98 AND EXISTS (SELECT * FROM Projects AS c WHERE  c.Project_ID > 59 AND Documents.Document_ID = c.Project_ID LIMIT 2)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'between', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Project_ID, Project_Details FROM Projects WHERE Project_ID BETWEEN 1 AND 10 GROUP BY Project_Details HAVING AVG(Project_ID) = 13"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(Document_ID), Document_Description FROM Documents WHERE Document_ID BETWEEN 1 AND 10 AND  Project_ID < 32 GROUP BY Document_Description HAVING MIN(Document_ID) < 97 LIMIT 10"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Documents.Document_ID), Document_Description FROM Documents_with_Expenses JOIN Documents JOIN Projects ON Documents.Project_ID = Projects.Project_ID AND Documents_with_Expenses.Document_ID = Documents.Document_ID WHERE  Documents.Document_ID > 28"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Documents.Project_ID), Other_Details, Document_Description FROM Documents JOIN Projects JOIN Statements JOIN Accounts ON Documents.Project_ID = Projects.Project_ID AND Documents.Document_ID = Statements.Statement_ID AND Statements.Statement_ID = Accounts.Statement_ID WHERE  Account_ID > 40 GROUP BY Document_Description HAVING SUM(Accounts.Statement_ID) <= 55 ORDER BY Other_Details ASC LIMIT 8"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(Project_ID), Statement_Details, Document_Name FROM Documents_with_Expenses JOIN Documents JOIN Ref_Budget_Codes JOIN Statements ON Documents.Document_ID = Statements.Statement_ID AND Documents_with_Expenses.Document_ID = Documents.Document_ID AND Ref_Budget_Codes.Budget_Type_Code = Documents_with_Expenses.Budget_Type_Code WHERE  Project_ID >= 65 GROUP BY Document_Name HAVING SUM(Project_ID) >= 22 LIMIT 9"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'between', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(Account_ID) FROM Accounts WHERE Statement_ID BETWEEN 1 AND 10 LIMIT 9
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'logical_operator': ['AND', 'between', 'comparison_with_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT u.Budget_Type_Code, u.Document_Details FROM Documents_with_Expenses AS u WHERE u.Document_ID BETWEEN 1 AND 10 AND Document_ID != (SELECT MAX(Document_ID) FROM Documents WHERE Project_ID BETWEEN 1 AND 10 OR  Document_ID > 11 LIMIT 5) GROUP BY u.Document_Details HAVING SUM(u.Document_ID) < 55"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'between', 'in_with_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Other_Details, Document_Name, Document_Type_Code FROM Documents WHERE Project_ID BETWEEN 1 AND 10 AND Document_Type_Code IN (SELECT Document_Type_Code FROM Documents AS n WHERE n.Document_ID BETWEEN 1 AND 10) GROUP BY Document_Type_Code"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Accounts.Statement_ID), COUNT(Statements.Statement_ID) FROM Statements JOIN Accounts ON Statements.Statement_ID = Accounts.Statement_ID WHERE Accounts.Statement_ID BETWEEN 1 AND 10 AND EXISTS (SELECT * FROM Statements AS r WHERE r.Statement_ID BETWEEN 1 AND 10 AND Accounts.Account_ID = r.Statement_ID)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'between', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Document_ID, Document_ID FROM Documents_with_Expenses WHERE Document_ID BETWEEN 1 AND 10 ORDER BY Document_ID DESC LIMIT 2"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Project_ID), Project_Details FROM Projects WHERE  Project_ID > 26 ORDER BY Project_Details DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Document_ID), Document_Type_Name FROM Ref_Document_Types JOIN Documents JOIN Statements ON Documents.Document_ID = Statements.Statement_ID AND Ref_Document_Types.Document_Type_Code = Documents.Document_Type_Code WHERE Statement_ID BETWEEN 1 AND 10 OR  Project_ID = 52"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT j.Document_ID), j.Budget_Type_Code, j.Document_Details FROM Documents_with_Expenses AS j WHERE  j.Document_ID > 29 GROUP BY j.Document_Details"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT f.Project_Details), f.Project_ID, f.Project_Details FROM Projects AS f WHERE  f.Project_ID < 67 GROUP BY f.Project_Details"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Documents.Document_ID, w.Other_Details, w.Document_Name FROM Documents JOIN Documents AS w ON Documents.Document_ID = w.Document_ID WHERE w.Project_ID BETWEEN 1 AND 10 OR  Documents.Project_ID >= 97 GROUP BY w.Document_Name LIMIT 9"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'in_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT a.Document_ID, a.Document_Date FROM Documents AS a WHERE Project_ID IN (SELECT Project_ID FROM Projects) GROUP BY a.Document_Date"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Document_Type_Code), Documents_with_Expenses.Document_ID, Project_ID, Document_Details FROM Documents_with_Expenses JOIN Documents ON Documents_with_Expenses.Document_ID = Documents.Document_ID WHERE Documents.Document_ID BETWEEN 1 AND 10 OR EXISTS (SELECT * FROM Statements WHERE  Statement_ID != 11 AND Documents.Document_ID = Statement_ID) GROUP BY Document_Details"
