Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Staff_ID), Staff_Details FROM Staff WHERE  Staff_ID < 12 GROUP BY Staff_Details ORDER BY Staff_Details ASC LIMIT 2"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Document_Type_Code, Document_Type_Code FROM Claims_Documents ORDER BY Document_Type_Code DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'comparison_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(z.Customer_ID), z.Policy_ID FROM Policies AS z WHERE  z.Customer_ID = 68 AND Policy_Type_Code <= (SELECT SUM(Policy_Type_Code) FROM Policies WHERE Customer_ID BETWEEN 1 AND 10) ORDER BY z.Policy_ID ASC LIMIT 5"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Claims_Processing.Claim_Outcome_Code, h.Claim_Outcome_Code FROM Claims_Processing JOIN Claims_Processing AS h ON Claims_Processing.Claim_Processing_ID = h.Claim_Processing_ID WHERE  h.Claim_Processing_ID != 21 LIMIT 1"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Staff_ID), Staff_Details, Staff_Details FROM Claims_Documents JOIN Staff ON Claims_Documents.Created_by_Staff_ID = Staff.Staff_ID WHERE Claim_ID BETWEEN 1 AND 10 OR  Created_Date >= 52"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Policy_ID FROM Policies JOIN Customers ON Policies.Customer_ID = Customers.Customer_ID WHERE  Policy_ID > 3 ORDER BY Policy_ID DESC
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT MIN(Created_by_Staff_ID) FROM Claims_Documents WHERE  Created_by_Staff_ID > 14 LIMIT 9
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Policy_ID), COUNT(DISTINCT Date_of_Claim) FROM Claim_Headers WHERE  Policy_ID >= 79"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Created_by_Staff_ID FROM Claims_Documents WHERE  Created_by_Staff_ID = 62 GROUP BY Created_by_Staff_ID HAVING COUNT(Created_Date) < 51 ORDER BY Created_by_Staff_ID ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'not_in_with_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(Customer_ID), Policy_Type_Code, Amount_Claimed FROM Claim_Headers JOIN Policies ON Claim_Headers.Policy_ID = Policies.Policy_ID WHERE Claim_Header_ID BETWEEN 1 AND 10 AND Start_Date NOT IN (SELECT Start_Date FROM Policies AS c WHERE c.Customer_ID BETWEEN 1 AND 10 AND  c.Customer_ID > 52 LIMIT 3) GROUP BY Amount_Claimed ORDER BY Amount_Claimed ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Created_Date, Staff_Details FROM Claims_Documents JOIN Staff ON Claims_Documents.Created_by_Staff_ID = Staff.Staff_ID WHERE  Staff_ID = 78 GROUP BY Created_Date"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(Staff_ID), Staff_ID FROM Staff WHERE  Staff_ID = 76 LIMIT 8"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT r.Customer_Details, r.Customer_Details FROM Customers AS r WHERE  r.Customer_ID > 51 GROUP BY r.Customer_Details HAVING SUM(r.Customer_ID) = 30"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'exists_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(z.Created_Date), z.Document_Type_Code FROM Claims_Documents JOIN Claims_Documents AS z ON Claims_Documents.Claim_ID = z.Claim_ID WHERE EXISTS (SELECT * FROM Staff AS t WHERE  t.Staff_ID <= 88 AND Claims_Documents.Claim_ID = t.Staff_ID) LIMIT 2"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Amount_Claimed), Claim_Status_Code, Amount_Piad FROM Claim_Headers WHERE  Amount_Piad >= 32 GROUP BY Amount_Piad HAVING AVG(Claim_Header_ID) < 47"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(y.Staff_ID), y.Staff_Details FROM Staff AS y WHERE  y.Staff_ID >= 80 GROUP BY y.Staff_Details HAVING MIN(y.Staff_ID) >= 37 ORDER BY y.Staff_Details ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(x.Customer_ID), AVG(x.Customer_ID), MAX(x.Customer_ID), x.Customer_Details FROM Customers AS x WHERE  x.Customer_ID >= 62 GROUP BY x.Customer_Details"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT MIN(Staff_ID) FROM Claims_Processing WHERE  Claim_Stage_ID >= 27
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Claims_Processing.Claim_Outcome_Code, Claims_Processing.Claim_Outcome_Code FROM Claims_Processing JOIN Claims_Processing AS q ON Claims_Processing.Claim_Processing_ID = q.Claim_Processing_ID WHERE Claims_Processing.Claim_ID BETWEEN 1 AND 10 OR  q.Staff_ID = 63 GROUP BY Claims_Processing.Claim_Outcome_Code"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Claims_Documents.Claim_ID), AVG(Claims_Processing.Staff_ID) FROM Claims_Processing JOIN Claims_Documents JOIN Staff ON Claims_Documents.Created_by_Staff_ID = Staff.Staff_ID AND Staff.Staff_ID = Claims_Processing.Staff_ID WHERE Created_Date BETWEEN 1 AND 10 OR  Staff.Staff_ID >= 90 LIMIT 3"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Claim_Stage_ID, Claims_Processing.Claim_ID FROM Claim_Headers JOIN Claims_Documents JOIN Staff JOIN Claims_Processing ON Claim_Headers.Claim_Header_ID = Claims_Processing.Claim_ID AND Claims_Documents.Created_by_Staff_ID = Staff.Staff_ID AND Staff.Staff_ID = Claims_Processing.Staff_ID ORDER BY Claim_Stage_ID DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(n.Claim_Header_ID), n.Policy_ID, n.Amount_Claimed FROM Claim_Headers AS n WHERE  n.Policy_ID != 77 GROUP BY n.Amount_Claimed ORDER BY n.Amount_Claimed DESC LIMIT 3"
