Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Other_Details FROM Assets WHERE  Asset_ID = 5 ORDER BY Other_Details ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(DISTINCT Other_Details) FROM Assets WHERE  Asset_ID > 87 LIMIT 7
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'between', 'exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Location_ID FROM Locations WHERE Location_ID BETWEEN 1 AND 10 OR EXISTS (SELECT * FROM Events WHERE Locations.Location_ID = Location_ID) ORDER BY Location_ID ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Product_ID, Product_Price FROM Products WHERE  Product_Price = 54 GROUP BY Product_Price HAVING SUM(Product_ID) = 16 ORDER BY Product_Price ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Assets_in_Events.Event_ID FROM Events JOIN Parties_in_Events JOIN Assets_in_Events ON Events.Event_ID = Assets_in_Events.Event_ID AND Parties_in_Events.Event_ID = Events.Event_ID AND Assets_in_Events.Event_ID = Events.Event_ID WHERE Parties_in_Events.Event_ID BETWEEN 1 AND 10 OR  Assets_in_Events.Event_ID = 32
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT i.Event_ID, i.Asset_ID FROM Assets_in_Events JOIN Assets_in_Events AS i ON Assets_in_Events.Asset_ID = i.Asset_ID WHERE  i.Asset_ID >= 29"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Event_Type_Code FROM Finances JOIN Events JOIN Assets_in_Events ON Events.Finance_ID = Finances.Finance_ID AND Events.Event_ID = Assets_in_Events.Event_ID AND Assets_in_Events.Event_ID = Events.Event_ID WHERE  Finances.Finance_ID <= 57 OR Asset_ID IN (SELECT Asset_ID FROM Assets AS k WHERE  k.Asset_ID = 9) ORDER BY Event_Type_Code ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Party_ID FROM Locations JOIN Events JOIN Parties_in_Events JOIN Assets_in_Events ON Events.Location_ID = Locations.Location_ID AND Events.Event_ID = Assets_in_Events.Event_ID AND Parties_in_Events.Event_ID = Events.Event_ID AND Assets_in_Events.Event_ID = Events.Event_ID WHERE  Party_ID > 8 OR Role_Code IN (SELECT Role_Code FROM Parties_in_Events WHERE  Event_ID > 26 LIMIT 10) LIMIT 3
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'between', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Location_ID FROM Finances JOIN Events ON Events.Finance_ID = Finances.Finance_ID WHERE Event_ID BETWEEN 1 AND 10 ORDER BY Location_ID ASC LIMIT 3
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Party_ID), Events.Location_ID, Events.Address_ID FROM Addresses JOIN Locations JOIN Events JOIN Parties_in_Events ON Events.Location_ID = Locations.Location_ID AND Parties_in_Events.Event_ID = Events.Event_ID AND Addresses.Address_ID = Events.Address_ID WHERE  Channel_ID >= 17 OR EXISTS (SELECT * FROM Assets_in_Events WHERE Asset_ID BETWEEN 1 AND 10 OR  Asset_ID <= 89 AND Events.Event_ID = Event_ID) GROUP BY Events.Address_ID HAVING COUNT(Events.Event_ID) < 6"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(Parties_in_Events.Event_ID), address_details, Parties_in_Events.Event_ID FROM Finances JOIN Addresses JOIN Events JOIN Parties_in_Events ON Events.Finance_ID = Finances.Finance_ID AND Parties_in_Events.Event_ID = Events.Event_ID AND Addresses.Address_ID = Events.Address_ID WHERE  Events.Finance_ID = 57 GROUP BY Parties_in_Events.Event_ID"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Channel_ID), Other_Details FROM Channels ORDER BY Other_Details DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Parties_in_Events.Party_ID, f.Role_Code FROM Parties_in_Events JOIN Parties_in_Events AS f ON Parties_in_Events.Party_ID = f.Party_ID"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Product_ID), Product_Name FROM Products"
