Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Headquarter FROM Manufacturers WHERE Code BETWEEN 1 AND 10 OR  Revenue >= 49 ORDER BY Headquarter DESC LIMIT 7
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(Products.Code) FROM Manufacturers JOIN Products ON Products.Manufacturer = Manufacturers.Code WHERE  Manufacturers.Code >= 95
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'exists_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Code FROM Manufacturers WHERE EXISTS (SELECT * FROM Products WHERE  Code < 29 AND Manufacturers.Code = Manufacturer)
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(DISTINCT w.Manufacturer) FROM Products AS w WHERE  w.Price >= 21 LIMIT 6
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Revenue), Code FROM Manufacturers WHERE  Code > 20"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(n.Manufacturer), n.Price, n.Manufacturer FROM Products AS n WHERE  n.Price > 80 GROUP BY n.Manufacturer"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'between', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MAX'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Products.Code), Headquarter, Manufacturer FROM Manufacturers JOIN Products ON Products.Manufacturer = Manufacturers.Code WHERE Revenue BETWEEN 1 AND 10 GROUP BY Manufacturer HAVING MAX(Manufacturers.Code) >= 40"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Code, Headquarter FROM Manufacturers WHERE  Revenue < 96"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT i.Founder FROM Manufacturers AS i WHERE  i.Revenue != 95 LIMIT 6
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Headquarter, Name FROM Manufacturers WHERE  Code <= 53 GROUP BY Name HAVING AVG(Code) >= 39"
