Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': 'not_in_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT RESTAURANT_ID, ID, REGION FROM GEOGRAPHIC JOIN RESTAURANT JOIN LOCATION ON GEOGRAPHIC.CITY_NAME = RESTAURANT.CITY_NAME AND LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE RATING NOT IN (SELECT RATING FROM RESTAURANT AS e) GROUP BY REGION HAVING SUM(RESTAURANT_ID) >= 66 LIMIT 9"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT LOCATION.CITY_NAME), y.HOUSE_NUMBER FROM LOCATION AS y JOIN LOCATION ON LOCATION.RESTAURANT_ID = y.RESTAURANT_ID WHERE  LOCATION.HOUSE_NUMBER < 29 AND EXISTS (SELECT * FROM GEOGRAPHIC AS m WHERE LOCATION.RESTAURANT_ID = m.CITY_NAME)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'between', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT ID, RESTAURANT.CITY_NAME, RATING FROM GEOGRAPHIC JOIN RESTAURANT ON GEOGRAPHIC.CITY_NAME = RESTAURANT.CITY_NAME WHERE RATING BETWEEN 1 AND 10 GROUP BY RATING"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(RESTAURANT_ID), CITY_NAME FROM LOCATION WHERE  HOUSE_NUMBER > 44 GROUP BY CITY_NAME HAVING MIN(RESTAURANT_ID) >= 42"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(ID), COUNT(DISTINCT ID), NAME FROM RESTAURANT WHERE  RATING = 85 GROUP BY NAME HAVING SUM(ID) >= 17"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'comparison_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MAX'}, 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT LOCATION.STREET_NAME, LOCATION.HOUSE_NUMBER FROM LOCATION AS x JOIN LOCATION ON LOCATION.RESTAURANT_ID = x.RESTAURANT_ID WHERE RESTAURANT_ID > (SELECT AVG(RESTAURANT_ID) FROM LOCATION AS f WHERE  f.RESTAURANT_ID = 16 LIMIT 10) GROUP BY LOCATION.HOUSE_NUMBER HAVING MAX(LOCATION.RESTAURANT_ID) < 83 ORDER BY LOCATION.STREET_NAME DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'between', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(HOUSE_NUMBER), LOCATION.CITY_NAME FROM GEOGRAPHIC JOIN LOCATION ON LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE HOUSE_NUMBER BETWEEN 1 AND 10 LIMIT 3"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(RESTAURANT_ID), COUNT(DISTINCT CITY_NAME) FROM LOCATION WHERE  HOUSE_NUMBER != 77"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT GEOGRAPHIC.CITY_NAME, COUNTY FROM GEOGRAPHIC JOIN LOCATION ON LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE  RESTAURANT_ID != 54 GROUP BY COUNTY HAVING COUNT(HOUSE_NUMBER) <= 14"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(DISTINCT CITY_NAME) FROM LOCATION WHERE  RESTAURANT_ID = 72 LIMIT 2
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT RESTAURANT.ID, RESTAURANT.ID FROM RESTAURANT AS a JOIN RESTAURANT ON RESTAURANT.ID = a.ID WHERE  RESTAURANT.ID > 16 ORDER BY RESTAURANT.ID DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'between', 'comparison_with_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(RESTAURANT_ID), SUM(RESTAURANT_ID), COUNT(DISTINCT HOUSE_NUMBER), HOUSE_NUMBER FROM LOCATION WHERE HOUSE_NUMBER BETWEEN 1 AND 10 OR RESTAURANT_ID != (SELECT AVG(RESTAURANT_ID) FROM LOCATION AS k WHERE  k.RESTAURANT_ID = 87) GROUP BY HOUSE_NUMBER ORDER BY HOUSE_NUMBER ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT q.CITY_NAME FROM LOCATION AS q WHERE  q.HOUSE_NUMBER <= 30 ORDER BY q.CITY_NAME ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT z.STREET_NAME FROM LOCATION AS z JOIN LOCATION ON LOCATION.RESTAURANT_ID = z.RESTAURANT_ID WHERE  LOCATION.HOUSE_NUMBER <= 70 ORDER BY z.STREET_NAME ASC LIMIT 1
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(DISTINCT r.STREET_NAME) FROM LOCATION AS r WHERE  r.HOUSE_NUMBER <= 5
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT ID FROM GEOGRAPHIC JOIN RESTAURANT JOIN LOCATION ON GEOGRAPHIC.CITY_NAME = RESTAURANT.CITY_NAME AND LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE  RESTAURANT_ID = 94
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT m.ID FROM RESTAURANT AS m WHERE  m.RATING > 29
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': 'not_in_with_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(ID) FROM GEOGRAPHIC JOIN RESTAURANT JOIN LOCATION ON GEOGRAPHIC.CITY_NAME = RESTAURANT.CITY_NAME AND LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE HOUSE_NUMBER NOT IN (SELECT HOUSE_NUMBER FROM LOCATION AS w WHERE w.HOUSE_NUMBER BETWEEN 1 AND 10 LIMIT 7) LIMIT 7
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT CITY_NAME, RATING FROM RESTAURANT WHERE  ID > 61 GROUP BY RATING LIMIT 9"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(p.HOUSE_NUMBER), MIN(p.HOUSE_NUMBER), p.HOUSE_NUMBER FROM LOCATION AS p GROUP BY p.HOUSE_NUMBER ORDER BY p.HOUSE_NUMBER ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT STREET_NAME FROM GEOGRAPHIC JOIN LOCATION ON LOCATION.CITY_NAME = GEOGRAPHIC.CITY_NAME WHERE  RESTAURANT_ID < 43 ORDER BY STREET_NAME DESC LIMIT 4
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(a.RESTAURANT_ID), MIN(a.RESTAURANT_ID) FROM LOCATION AS a WHERE  a.RESTAURANT_ID != 53"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT t.RESTAURANT_ID, t.CITY_NAME FROM LOCATION AS t WHERE  t.RESTAURANT_ID != 55 GROUP BY t.CITY_NAME HAVING AVG(t.RESTAURANT_ID) >= 52"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT CITY_NAME, STREET_NAME FROM LOCATION WHERE  HOUSE_NUMBER != 64 ORDER BY CITY_NAME ASC"
