query
"{'hash': 'e31caf2743e4aa4956c67c6e67fa713e18eb4a27', 'query': ""SELECT COUNT(DISTINCT T1.product_id), COUNT(DISTINCT T2.product_id) FROM Products AS T1 JOIN Actual_Order_Products AS T2 ON T1.product_id = T2.product_id JOIN Actual_Orders AS T3 ON T2.actual_order_id = T3.actual_order_id WHERE T3.actual_order_date BETWEEN '2020-01-01' AND '2020-12-31' AND T1.product_price NOT IN (SELECT product_price FROM Products WHERE product_price > 1000)"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#)'}"
"{'hash': 'b0e8c9c73987e934a6a91b759f47a102f8dc52a0', 'query': ""SELECT SUM(T1.product_price) AS sum, MAX(T1.product_price) FROM Products AS T1 WHERE T1.product_price BETWEEN 100 AND 200 AND T1.product_description = 'Product Description' AND T1.product_name = 'Product Name' ORDER BY T1.product_price DESC"", 'template': 'SELECT SUM(#COLUMN#) AS #COLUMN#, MAX(#COLUMN#) FROM #TABLE# AS #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# = #VALUE# AND #COLUMN# = #VALUE# ORDER BY #COLUMN# DESC'}"
"{'hash': '524f9ebaf559db67defe7c58d84bc40ef152ff77', 'query': 'SELECT AVG(T1.product_price) AS avg_product_price, T2.route_name FROM Products AS T1 JOIN Regular_Order_Products AS T2 ON T1.product_id = T2.product_id JOIN Regular_Orders AS T3 ON T2.regular_order_id = T3.regular_order_id JOIN Actual_Orders AS T4 ON T3.regular_order_id = T4.regular_order_id JOIN Delivery_Route_Locations AS T5 ON T4.actual_order_id = T5.location_code JOIN Delivery_Routes AS T6 ON T5.route_id = T6.route_id WHERE T1.product_price BETWEEN 10 AND 20 GROUP BY T6.route_name ORDER BY T6.route_name ASC', 'template': 'SELECT AVG(#COLUMN#) AS #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# ASC'}"
"{'hash': '4edb2de5013e98fe4201515c37b03a446699890a', 'query': ""SELECT COUNT(DISTINCT T1.customer_name), COUNT(DISTINCT T1.customer_email), T2.address_details FROM Customers AS T1 JOIN Customer_Addresses AS T2 ON T1.customer_id = T2.customer_id WHERE T1.payment_method = 'cash' AND T1.date_became_customer BETWEEN '2020-01-01' AND '2021-01-01' AND T2.address_type = 'billing'"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#), #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# AND #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# = #VALUE#'}"
"{'hash': '5af8f759c2277c5a218117d81250b8f4ae485b35', 'query': ""SELECT T1.product_name FROM Products AS T1 JOIN Actual_Order_Products AS T2 ON T1.product_id = T2.product_id WHERE T2.actual_order_id = ( SELECT actual_order_id FROM Actual_Orders WHERE actual_order_date > '2022-01-01' ) AND T1.product_price > 10"", 'template': 'SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = ( SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE# ) AND #COLUMN# > #VALUE#'}"
"{'hash': '1ded6fff48574b0fcd783b13258b35d3b3ed26cb', 'query': 'SELECT COUNT(T1.product_id), T1.product_name FROM Products AS T1 WHERE T1.product_price = 10 GROUP BY T1.product_name ORDER BY T1.product_name ASC LIMIT 5', 'template': 'SELECT COUNT(#COLUMN#), #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# ASC LIMIT #VALUE#'}"
"{'hash': 'b5c8445ef4d49cbf25fe0a6be3172f79e4596e13', 'query': 'SELECT COUNT(T1.customer_name) FROM Customers AS T1 JOIN Addresses AS T2 ON T1.customer_id = T2.address_id WHERE T1.customer_id <= 100', 'template': 'SELECT COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# <= #VALUE#'}"
"{'hash': 'a527caf7f58877bacf5b30b318711166b3c15e74', 'query': 'SELECT product_name FROM Products WHERE product_price IN (SELECT product_price FROM Products) ORDER BY product_price DESC', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE#) ORDER BY #COLUMN# DESC'}"
"{'hash': '6ede7d00e7eb6529b28f83fbb695d1c86de95991', 'query': 'SELECT T1.product_name FROM Products AS T1 WHERE T1.product_name NOT IN (SELECT T2.product_name FROM Products AS T2 WHERE T2.product_price > 10) LIMIT 5', 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 WHERE #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# AS T2 WHERE #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
"{'hash': 'e92736a003496a5dc0be344d3f1e6d1b3fac8625', 'query': 'SELECT T1.product_name, T2.location_name FROM Products AS T1 JOIN Delivery_Route_Locations AS T2 ON T1.product_id != T2.location_code', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# != #COLUMN#'}"
"{'hash': '04f9d40c95bda88b1389b8d0c6e917febe697ab1', 'query': 'SELECT COUNT(DISTINCT T1.product_name) FROM Products AS T1 WHERE NOT EXISTS (SELECT T2.product_id FROM Actual_Order_Products AS T2 WHERE T1.product_id = T2.product_id)', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# AS #TABLE# WHERE NOT EXISTS (SELECT #COLUMN# FROM #TABLE# AS #TABLE# WHERE #COLUMN# = #COLUMN#)'}"
"{'hash': '747bb2101d694215957b1dc68535cd34816fc39c', 'query': 'SELECT COUNT(DISTINCT T1.product_name), T2.product_description FROM Products AS T1 JOIN Actual_Order_Products AS T2 ON T1.product_id = T2.product_id', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN#'}"
"{'hash': '883da9fdf9c803f1485e6ffed15a13c8387db596', 'query': 'SELECT T1.product_name FROM Products AS T1 WHERE T1.product_price > 10 OR NOT EXISTS ( SELECT 1 FROM Regular_Order_Products AS T2 WHERE T2.product_id = T1.product_id ) GROUP BY T1.product_name HAVING SUM(T1.product_price) > 100', 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 WHERE #COLUMN# > #VALUE# OR NOT EXISTS ( SELECT 1 FROM #TABLE# AS T2 WHERE #COLUMN# = #COLUMN# ) GROUP BY #COLUMN# HAVING SUM(#COLUMN#) > #VALUE#'}"
"{'hash': '310baae53ad67a21c686713733a9b8f5c9b76b8a', 'query': 'SELECT T1.product_name FROM Products AS T1 WHERE T1.product_id = 1 OR T1.product_price BETWEEN 10 AND 20 OR NOT EXISTS (SELECT 1 FROM Actual_Order_Products AS T2 WHERE T2.product_id = T1.product_id) ORDER BY T1.product_id DESC', 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 WHERE T1.#COLUMN# = #VALUE# OR T1.#COLUMN# BETWEEN #VALUE# AND #VALUE# OR NOT EXISTS (SELECT 1 FROM #TABLE# AS T2 WHERE T2.#COLUMN# = T1.#COLUMN#) ORDER BY T1.#COLUMN# DESC'}"
