query
"{'hash': '399e2f5c5b9d517182a9a33dde34a0674eb05b04', 'query': ""SELECT COUNT(DISTINCT T1.Code) FROM Procedures AS T1 JOIN Trained_In AS T2 ON T1.Code = T2.Treatment JOIN Physician AS T3 ON T2.Physician = T3.EmployeeID JOIN Undergoes AS T4 ON T3.EmployeeID = T4.Physician WHERE T4.DateUndergoes > '2020-01-01'"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# > #VALUE#'}"
"{'hash': 'c7b022778f3515d44554f03324f166276a065135', 'query': ""SELECT T1.Name FROM Physician AS T1 JOIN Physician AS T2 ON T1.EmployeeID = T2.EmployeeID WHERE T1.Position = 'Head' OR T2.Position = 'Head' ORDER BY T1.EmployeeID DESC LIMIT 10"", 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# OR #COLUMN# = #VALUE# ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': 'c0cc350d933c090aa16c949341159fad3a89241a', 'query': 'SELECT T1.Name FROM Physician AS T1 JOIN Appointment AS T2 ON T1.EmployeeID = T2.Physician WHERE T1.EmployeeID != 1001', 'template': 'SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #VALUE#'}"
"{'hash': '0be522e0a5617a14d96ff61c4f5f538d6ad2f462', 'query': 'SELECT * FROM Physician WHERE EmployeeID = 101 OR EmployeeID NOT IN (SELECT Physician FROM Trained_In WHERE Treatment = 201) ORDER BY EmployeeID ASC', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE# OR #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE#) ORDER BY #COLUMN# ASC'}"
"{'hash': 'b7b4664fea8c03650336b036026c0b7b256881c4', 'query': ""SELECT COUNT(DISTINCT Physician.EmployeeID), COUNT(Physician.EmployeeID) FROM Physician WHERE Physician.Position != 'SR'"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(#COLUMN#) FROM #TABLE# WHERE #COLUMN# != #VALUE#'}"
"{'hash': 'eec0f51d429910c323da808ad268a468eded77ee', 'query': 'SELECT Physician FROM ( SELECT COUNT(DISTINCT Physician) as Physician FROM Undergoes GROUP BY Physician ) AS T1 ORDER BY Physician DESC', 'template': 'SELECT #COLUMN# FROM ( SELECT COUNT(DISTINCT #COLUMN#) as #COLUMN# FROM #TABLE# GROUP BY #COLUMN# ) AS T1 ORDER BY #COLUMN# DESC'}"
"{'hash': '4b1db15a0530a701507999383a3db4bea34fe3f1', 'query': ""SELECT Name FROM Physician WHERE Position > 'Doctor'"", 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#'}"
"{'hash': 'c3ee8f79e0f0dc6601c7b8254c62558f2cf45133', 'query': ""SELECT COUNT(T1.Patient), T2.Name FROM Patient AS T1 JOIN Undergoes AS T2 ON T1.SSN = T2.Patient WHERE T2.DateUndergoes >= '2020-01-01'"", 'template': 'SELECT COUNT(#COLUMN#), #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE#'}"
"{'hash': 'c3fdb4931d40144347ef86975503c42abb6baf66', 'query': 'SELECT T1.Name, COUNT(DISTINCT T2.AppointmentID) FROM Physician AS T1 JOIN Appointment AS T2 ON T1.EmployeeID = T2.Physician WHERE T1.EmployeeID IN (SELECT Physician FROM Undergoes) ORDER BY T1.Name DESC LIMIT 10', 'template': 'SELECT #COLUMN#, COUNT(DISTINCT #COLUMN#) FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE#) ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': 'b27f7c6772b1b752de118639527bf7db94e67802', 'query': 'SELECT T1.Name FROM Physician AS T1 JOIN Affiliated_With AS T2 ON T1.EmployeeID = T2.Physician WHERE T2.Department = 5 ORDER BY T1.Name ASC', 'template': 'SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# ORDER BY #COLUMN# ASC'}"
"{'hash': '7452d39a00a2620cf871eaed47ede45c8229123a', 'query': 'SELECT T1.Name FROM Physician AS T1 WHERE T1.EmployeeID BETWEEN 100 AND 200 AND T1.SSN NOT IN (SELECT T2.Physician FROM Trained_In AS T2)', 'template': 'SELECT #COLUMN# FROM #TABLE# AS #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE#)'}"
