query
"{'hash': '6fca14a9e55a78e93b014b42e21d08a852073885', 'query': ""SELECT T1.Name, T2.Events_number FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID JOIN player AS T3 ON T2.Player_ID = T3.Player_ID WHERE T1.Manager = 'John' AND T2.Events_number BETWEEN 10 AND 20 AND T3.Wins_count > 5 LIMIT 10"", 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# AND #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# > #VALUE# LIMIT #VALUE#'}"
"{'hash': '47d8dac39d1b5f9b5ef6ec8f2a5591a7604d2a88', 'query': ""SELECT T2.Manufacturer, MAX(T1.Earnings) FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Manufacturer >= 'A' GROUP BY T2.Manufacturer"", 'template': ""SELECT #COLUMN#, MAX(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= '#VALUE#' GROUP BY #COLUMN#""}"
"{'hash': '392bbc73ebaeaaafcddf9bf4ba4c5299f7ffc791', 'query': 'SELECT Name, COUNT(Club_ID) FROM club LIMIT 10', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# LIMIT #VALUE#'}"
"{'hash': '3a07159d0e83fcca3200c7dc4d229c6137538393', 'query': 'SELECT COUNT(DISTINCT T2.Name) , COUNT(DISTINCT T1.Name) FROM player AS T1 INNER JOIN club AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Earnings < 100000 ORDER BY T1.Player_ID ASC', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) , COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# ORDER BY #COLUMN# ASC'}"
"{'hash': 'a3d0b0466cb697c1395ece7b9519b83bebcd34be', 'query': ""SELECT COUNT(DISTINCT Captain) FROM club WHERE Manufacturer = 'Nike' OR Sponsor = 'Adidas' OR NOT EXISTS (SELECT 1 FROM player AS T2 WHERE T2.Club_ID = club.Club_ID)"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# WHERE #COLUMN# = #VALUE# OR #COLUMN# = #VALUE# OR NOT EXISTS (SELECT 1 FROM #TABLE# AS T2 WHERE T2.#COLUMN# = #TABLE#.#COLUMN#)'}"
"{'hash': '23a19b4226efe49505909a8cbfbdb1b066a66cf3', 'query': ""SELECT T1.Name, T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID JOIN player AS T3 ON T2.Player_ID = T3.Player_ID WHERE T1.Manager = 'John' OR T2.Earnings > 10000 OR T1.Manufacturer NOT IN (SELECT Manufacturer FROM club WHERE Sponsor = 'Nike')"", 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# JOIN #TABLE# AS T3 ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# OR #COLUMN# > #VALUE# OR #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE#)'}"
"{'hash': '1ab528eeb7e25d89e38c95b3958cef763769c9dd', 'query': 'SELECT T2.Name, MAX(T1.Earnings) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Events_number <= 10 GROUP BY T2.Name ORDER BY T2.Name ASC', 'template': 'SELECT #COLUMN#, MAX(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# <= #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# ASC'}"
"{'hash': 'b93d5a3b16b276192cb885cf2a7e7c81428dca7c', 'query': 'SELECT COUNT(DISTINCT T2.Name) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Club_ID IN (SELECT Club_ID FROM player GROUP BY Club_ID HAVING COUNT(Club_ID) > 1)', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# GROUP BY #COLUMN# HAVING COUNT(#COLUMN#) > #VALUE#)'}"
"{'hash': '27fa61583c967115b8111c10d9d7ced71bbc218c', 'query': ""SELECT Name, Captain FROM club WHERE Sponsor = 'Nike' OR Manufacturer = 'Adidas' OR Club_ID IN (SELECT Club_ID FROM player WHERE Earnings > 1000000) LIMIT 10"", 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE# OR #COLUMN# = #VALUE# OR #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
"{'hash': '08af63c7d6f75c4fa46e830dbfea097dd2d4047c', 'query': ""SELECT T1.Name, SUM(T2.Earnings) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager != 'John' GROUP BY T1.Name"", 'template': 'SELECT #COLUMN#, SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #VALUE# GROUP BY #COLUMN#'}"
