query
"{'hash': '94cc2af5427cd252d9154a80d5ef8668c63d7364', 'query': ""SELECT COUNT(DISTINCT T2.Teacher_ID) FROM course AS T1 JOIN course_arrange AS T2 ON T1.Course_ID = T2.Course_ID WHERE T1.Staring_Date BETWEEN '2020-01-01' AND '2020-12-31' ORDER BY T1.Staring_Date DESC"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# ORDER BY #COLUMN# DESC'}"
"{'hash': '4c1fd92cd8d5cc0fc36a3cf9d808d102c5e73dd9', 'query': 'SELECT T1.Course_ID, T2.Course_ID FROM course AS T1 JOIN course_arrange AS T2 ON T1.Course_ID = T2.Course_ID WHERE T2.Grade = 80 LIMIT 10', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# LIMIT #VALUE#'}"
"{'hash': 'cd5d4e29fa6bd157eb6b67dfc0b91bf38c793155', 'query': ""SELECT T1.Name, T3.Course FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID JOIN course AS T3 ON T2.Course_ID = T3.Course_ID WHERE T3.Course_ID >= 100 AND T1.Hometown = 'New York'"", 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE# AND #COLUMN# = #VALUE#'}"
"{'hash': 'e9eaf5813a50e4e7d2b4b8312ec39f02cb60f5f3', 'query': 'SELECT T1.Course FROM course AS T1 WHERE EXISTS (SELECT 1 FROM course_arrange AS T2 WHERE T1.Course_ID = T2.Course_ID AND T2.Grade > 90) ORDER BY T1.Staring_Date DESC LIMIT 10', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#) ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': '23cd6a5ad3e74e915f66c46036075d60d6d8f401', 'query': ""SELECT T1.Course, AVG(T3.Grade) AS avg_grade, COUNT(T2.Teacher_ID) AS count_teacher FROM course AS T1 JOIN course_arrange AS T3 ON T1.Course_ID = T3.Course_ID JOIN teacher AS T2 ON T2.Teacher_ID = T3.Teacher_ID WHERE T1.Staring_Date BETWEEN '2020-01-01' AND '2021-01-01' GROUP BY T1.Course ORDER BY avg_grade DESC"", 'template': 'SELECT #COLUMN#, AVG(#COLUMN#) AS #COLUMN#, COUNT(#COLUMN#) AS #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# DESC'}"
"{'hash': '7a1dfca879af248d2b02e6cd3430e6b59b0448ca', 'query': 'SELECT T1.Teacher_ID, COUNT(T2.Course_ID) FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID WHERE T1.Age > 40 AND T2.Grade > (SELECT AVG(Grade) FROM course_arrange)', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# > #VALUE# AND #COLUMN# > (SELECT AVG(#COLUMN#) FROM #TABLE#)'}"
"{'hash': 'b80dd9ead643775d01a01bf6ae311ef7a1ff8084', 'query': 'SELECT T1.Course FROM course AS T1 JOIN course_arrange AS T2 ON T1.Course_ID = T2.Course_ID WHERE T2.Grade < 60 ORDER BY T1.Course ASC', 'template': 'SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# ORDER BY #COLUMN# ASC'}"
"{'hash': '43606616f83e323bd269b28b5b8b98a56c249c76', 'query': 'SELECT T1.Course, T2.Name FROM course AS T1 JOIN teacher AS T2 ON T1.Course_ID = T2.Teacher_ID WHERE T1.Course != T2.Name', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #COLUMN#'}"
"{'hash': 'cdd5923b4767d187cc6fe14f152d3d42e065240f', 'query': 'SELECT COUNT(DISTINCT T1.Teacher_ID), COUNT(T1.Course_ID) FROM course_arrange AS T1 WHERE T1.Teacher_ID != 1 ORDER BY T1.Course_ID DESC', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(#COLUMN#) FROM #TABLE# WHERE #COLUMN# != #VALUE# ORDER BY #COLUMN# DESC'}"
"{'hash': '5b892901b4f0d7b0a43199e827395cec7a973ce5', 'query': 'SELECT T1.Course_ID, T2.Name, T3.Grade FROM course AS T1 JOIN course_arrange AS T2 ON T1.Course_ID = T2.Course_ID JOIN teacher AS T3 ON T2.Teacher_ID = T3.Teacher_ID WHERE EXISTS (SELECT 1 FROM course_arrange WHERE Grade > 80)', 'template': 'SELECT #COLUMN#, #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# > #VALUE#)'}"
"{'hash': '4e244daaeb73cc0181252a268f7b09b89a9d0b95', 'query': 'SELECT T1.Course, T2.Name, T3.Grade FROM course AS T1 JOIN course_arrange AS T3 ON T1.Course_ID = T3.Course_ID JOIN teacher AS T2 ON T2.Teacher_ID = T3.Teacher_ID WHERE T3.Teacher_ID != 2 ORDER BY T3.Grade DESC', 'template': 'SELECT #COLUMN#, #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #VALUE# ORDER BY #COLUMN# DESC'}"
