query
"{'hash': '2a48615d53d1c2dac00fae68ad554f8d077b1990', 'query': 'SELECT T1.product_name, T2.product_name FROM Products AS T1 JOIN Products AS T2 ON T1.product_type_code = T2.product_type_code WHERE T1.product_id = 1 LIMIT 10', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# LIMIT #VALUE#'}"
"{'hash': '461226e673366bd6b1a066c460a8c6301eca89a0', 'query': ""SELECT product_name FROM Products WHERE product_price BETWEEN 10 AND 100 AND EXISTS (SELECT 1 FROM Order_Items WHERE product_id = Products.product_id) AND product_type_code = 'A'"", 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN#) AND #COLUMN# = #VALUE#'}"
"{'hash': '2b7b8328d363d7e85993ad15e5438edcb69abc16', 'query': ""SELECT T1.product_name FROM Products AS T1 JOIN Products AS T2 ON T1.product_type_code = T2.product_type_code WHERE T1.product_price BETWEEN 10 AND 100 AND T2.product_id NOT IN (SELECT T3.product_id FROM Products AS T3 WHERE T3.product_name = 'Laptop')"", 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# AS T3 WHERE #COLUMN# = #VALUE#)'}"
"{'hash': '8b7fd870ac634f358e2c87136e12c80a033e4da6', 'query': ""SELECT T1.product_name FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id JOIN Customer_Orders AS T3 ON T2.order_id = T3.order_id WHERE EXISTS (SELECT T4.order_id FROM Customer_Orders AS T4 JOIN Customers AS T5 ON T4.customer_id = T5.customer_id WHERE T4.order_id = T3.order_id AND T5.payment_method_code = 'Credit Card')"", 'template': ""SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE EXISTS (SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #COLUMN# AND #COLUMN# = '#VALUE#')""}"
"{'hash': '4083c69f83b9bde3beb30c6b0116dd00a950d922', 'query': 'SELECT product_name FROM Products WHERE product_id NOT IN (SELECT product_id FROM Order_Items)', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE#)'}"
"{'hash': '3af114c5703ef3ddd2665de59eaffe65f3dee40e', 'query': 'SELECT T1.customer_name, SUM(T4.product_price * T5.order_quantity) AS total_spent FROM Customers AS T1 JOIN Addresses AS T2 ON T1.address_id = T2.address_id JOIN Customer_Orders AS T3 ON T1.customer_id = T3.customer_id JOIN Products AS T4 ON T4.product_id = T5.product_id JOIN Order_Items AS T5 ON T3.order_id = T5.order_id WHERE T4.product_price < 10 GROUP BY T1.customer_name ORDER BY total_spent DESC LIMIT 1', 'template': 'SELECT #COLUMN#, SUM(#COLUMN# * #COLUMN#) AS #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': 'd6abd322ebf7609a367c56c806886aafbe1822f1', 'query': ""SELECT COUNT(DISTINCT T1.customer_id) FROM Customer_Orders AS T1 WHERE T1.order_date BETWEEN '2020-01-01' AND '2020-12-31' OR EXISTS (SELECT 1 FROM Order_Items AS T2 WHERE T2.order_id = T1.order_id AND T2.order_quantity > 5) LIMIT 10"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# OR EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
"{'hash': '1c3d636246b70b1c5e107ef6292a5afd983794da', 'query': ""SELECT T1.customer_name, T3.product_name FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id JOIN Order_Items AS T3 ON T2.order_id = T3.order_id WHERE T3.product_price BETWEEN 100 AND 500 AND T1.customer_email = 'example@gmail.com' ORDER BY T1.customer_name DESC"", 'template': ""SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# = '#VALUE#' ORDER BY #COLUMN# DESC""}"
"{'hash': '0e2724f4590f9f00efde17b7e2dac3d936afd484', 'query': 'SELECT COUNT(DISTINCT T1.product_id) FROM Products AS T1 WHERE T1.product_price >= 50', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# WHERE #COLUMN# >= #VALUE#'}"
"{'hash': 'd9f25285903d7ab25b04ab7ab79a657aa3d1acb0', 'query': 'SELECT COUNT(DISTINCT T1.order_id), SUM(T2.product_price) FROM Customer_Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id WHERE T1.customer_id != 100', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #VALUE#'}"
"{'hash': '13f11a015e3798049b34f381fd1abe64a290d526', 'query': ""SELECT product_name FROM Products WHERE product_type_code = 'Electronics' ORDER BY product_price ASC LIMIT 10"", 'template': ""SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = '#VALUE#' ORDER BY #COLUMN# ASC LIMIT #VALUE#""}"
"{'hash': '4ac0606a6f6899320310d9b5cdd86fd16109c307', 'query': 'SELECT product_name, product_price FROM Products WHERE product_price >= 10 GROUP BY product_price', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# WHERE #COLUMN# >= #VALUE# GROUP BY #COLUMN#'}"
"{'hash': '2f825c55f87300f9885792842653b9b42f2536b3', 'query': 'SELECT T1.product_name, T2.order_date FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id JOIN Customer_Orders AS T3 ON T2.order_id = T3.order_id WHERE T1.product_price BETWEEN 100 AND 200 AND T2.order_quantity NOT IN (SELECT T4.order_quantity FROM Order_Items AS T4 WHERE T4.order_quantity < 5)', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# JOIN #TABLE# AS T3 ON #COLUMN# = #COLUMN# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# AS T4 WHERE #COLUMN# < #VALUE#)'}"
"{'hash': '3dd8472e363303ebb74f9f5deaac7d72a36ef7f0', 'query': ""SELECT product_name FROM Products WHERE product_type_code != 'A' GROUP BY product_name"", 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# != #VALUE# GROUP BY #COLUMN#'}"
"{'hash': '5a964245bcfcdb72df8734635ca355680e4c7817', 'query': ""SELECT T1.product_name, T2.order_quantity FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id JOIN Customer_Orders AS T3 ON T2.order_id = T3.order_id WHERE T3.order_date >= '2020-01-01'"", 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE#'}"
"{'hash': '6b6a690fb73c30ab6d5daf91c70292d08034ab00', 'query': 'SELECT COUNT(DISTINCT product_type_code) , COUNT(product_name) , COUNT(product_name) FROM Products WHERE product_price > 10', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) , COUNT(#COLUMN#) , COUNT(#COLUMN#) FROM #TABLE# WHERE #COLUMN# > #VALUE#'}"
"{'hash': '9f58a5bf680659a8af67234537586be4b6c64628', 'query': 'SELECT product_name FROM Products WHERE product_id NOT IN (SELECT product_id FROM Order_Items) ORDER BY product_price DESC', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE#) ORDER BY #COLUMN# DESC'}"
"{'hash': '1c5ca3f5294ca90591f24b0aa355919c61111394', 'query': ""SELECT product_name FROM Products WHERE product_type_code != 'A' LIMIT 10"", 'template': ""SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# != '#VALUE#' LIMIT #VALUE#""}"
"{'hash': '2786a60c2c387eefc217fdf860db7a5bdbf3c321', 'query': ""SELECT product_name FROM Products WHERE product_type_code = 'A' AND product_name = 'ProductA'"", 'template': ""SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = '#VALUE#' AND #COLUMN# = '#VALUE#'""}"
"{'hash': 'cc04b96b7dd4505d6957ac3fc76364ae8e7bcf06', 'query': 'SELECT product_name, AVG(product_price) FROM Products WHERE product_price <= 100 GROUP BY product_name HAVING AVG(product_price) > 50', 'template': 'SELECT #COLUMN#, AVG(#COLUMN#) FROM #TABLE# WHERE #COLUMN# <= #VALUE# GROUP BY #COLUMN# HAVING AVG(#COLUMN#) > #VALUE#'}"
"{'hash': '75d8f8c15239b883503139162ac7ce7ea0dad6e1', 'query': ""SELECT COUNT(DISTINCT product_type_code) FROM Products AS T1 WHERE product_type_code != 'A1' ORDER BY product_price DESC LIMIT 1"", 'template': ""SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# AS #TABLE# WHERE #COLUMN# != '#VALUE#' ORDER BY #COLUMN# DESC LIMIT #VALUE#""}"
"{'hash': '8a564a3daf9017023c3f0348d1ccda374bdac724', 'query': 'SELECT COUNT(DISTINCT T1.product_name) FROM Products AS T1 WHERE T1.product_price > 10 AND T1.product_price < 100 AND T1.product_type_code IN (SELECT T2.product_type_code FROM Products AS T2 WHERE T2.product_price > 50)', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# AS T1 WHERE #COLUMN# > #VALUE# AND #COLUMN# < #VALUE# AND #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# AS T2 WHERE #COLUMN# > #VALUE#)'}"
"{'hash': 'b6bbe0744e85f8cc14b1011215670742ecb5e101', 'query': 'SELECT DISTINCT product_name FROM Products WHERE product_price != 10 ORDER BY product_name ASC', 'template': 'SELECT DISTINCT #COLUMN# FROM #TABLE# WHERE #COLUMN# != #VALUE# ORDER BY #COLUMN# ASC'}"
"{'hash': '0281bb3b7488acacc422ebb44c81c869520704d5', 'query': 'SELECT COUNT(DISTINCT T1.product_name) FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id WHERE T2.order_quantity >= 5 LIMIT 10', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE# LIMIT #VALUE#'}"
"{'hash': '671c1d43596cd02725f2b238cb1ed3b8d729a2fa', 'query': 'SELECT T1.product_name, COUNT(T2.order_item_id) FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_name', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN#'}"
"{'hash': 'f45446105e7cd8954dee11db998f8e13dfc5279d', 'query': 'SELECT COUNT(DISTINCT T1.order_id), COUNT(DISTINCT T2.order_id) FROM Customer_Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id WHERE T1.customer_id > 100 AND T2.product_id BETWEEN 500 AND 1000 AND NOT EXISTS (SELECT 1 FROM Products AS T3 WHERE T3.product_id = T2.product_id AND T3.product_price > 1000) LIMIT 10', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# > #VALUE# AND #COLUMN# BETWEEN #VALUE# AND #VALUE# AND NOT EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
