Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Destroyed_by_Employee_ID), COUNT(DISTINCT Actual_Destruction_Date), Document_Name, All_Documents.Other_Details FROM Documents_to_be_Destroyed JOIN All_Documents ON Documents_to_be_Destroyed.Document_ID = All_Documents.Document_ID GROUP BY All_Documents.Other_Details"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Destroyed_by_Employee_ID FROM Documents_to_be_Destroyed JOIN All_Documents ON Documents_to_be_Destroyed.Document_ID = All_Documents.Document_ID WHERE All_Documents.Document_ID BETWEEN 1 AND 10 OR  All_Documents.Document_ID >= 82 ORDER BY Destroyed_by_Employee_ID DESC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN_JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Day_Number, Documents_to_be_Destroyed.Other_Details FROM Document_Locations JOIN Ref_Calendar JOIN Documents_to_be_Destroyed JOIN Employees ON Ref_Calendar.Calendar_Date = Documents_to_be_Destroyed.Actual_Destruction_Date AND Documents_to_be_Destroyed.Destruction_Authorised_by_Employee_ID = Employees.Employee_ID AND Document_Locations.Date_in_Location_From = Ref_Calendar.Calendar_Date AND Employees.Employee_ID = Documents_to_be_Destroyed.Destroyed_by_Employee_ID LIMIT 4"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'in_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Document_ID, Document_ID, Other_Details FROM All_Documents WHERE Date_Stored IN (SELECT Date_Stored FROM All_Documents WHERE  Document_ID >= 29) GROUP BY Other_Details HAVING COUNT(Document_ID) <= 58"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Document_ID, Document_ID FROM All_Documents WHERE Document_ID BETWEEN 1 AND 10 AND  Document_ID >= 55"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Other_Details FROM Documents_to_be_Destroyed WHERE Destroyed_by_Employee_ID BETWEEN 1 AND 10 OR  Destroyed_by_Employee_ID >= 97
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'between', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Day_Number), Day_Number FROM Ref_Calendar WHERE Day_Number BETWEEN 1 AND 10 OR EXISTS (SELECT * FROM Documents_to_be_Destroyed WHERE  Document_ID > 66 AND Ref_Calendar.Calendar_Date = Actual_Destruction_Date) GROUP BY Day_Number"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MAX(Documents_to_be_Destroyed.Document_ID), Location_Code, Document_Name FROM Documents_to_be_Destroyed JOIN All_Documents JOIN Document_Locations ON Documents_to_be_Destroyed.Document_ID = All_Documents.Document_ID AND All_Documents.Document_ID = Document_Locations.Document_ID WHERE  Documents_to_be_Destroyed.Document_ID < 87 LIMIT 10"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT COUNT(DISTINCT o.Document_ID) FROM Document_Locations AS o LIMIT 3
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp', 'single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Document_Locations.Document_ID), All_Documents.Document_ID, Document_Type_Code FROM All_Documents JOIN Document_Locations ON All_Documents.Document_ID = Document_Locations.Document_ID WHERE All_Documents.Document_ID BETWEEN 1 AND 10 AND  All_Documents.Document_ID != 5 LIMIT 1"
