Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Allergy_Type.Allergy FROM Allergy_Type JOIN Allergy_Type AS i ON Allergy_Type.Allergy = i.Allergy LIMIT 2
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(StuID), COUNT(DISTINCT AllergyType), AllergyType FROM Allergy_Type JOIN Has_Allergy ON Has_Allergy.Allergy = Allergy_Type.Allergy WHERE  StuID >= 18 GROUP BY AllergyType HAVING COUNT(StuID) > 34"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Has_Allergy.Allergy, f.Allergy FROM Has_Allergy AS f JOIN Has_Allergy ON Has_Allergy.StuID = f.StuID WHERE  f.StuID <= 100 GROUP BY f.Allergy ORDER BY Has_Allergy.Allergy DESC LIMIT 7"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT v.Major, v.Age FROM Student AS v WHERE  v.StuID != 6 ORDER BY v.Major DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Has_Allergy.StuID), MAX(Major), COUNT(DISTINCT Has_Allergy.Allergy) FROM Student JOIN Allergy_Type JOIN Has_Allergy ON Has_Allergy.Allergy = Allergy_Type.Allergy AND Student.StuID = Has_Allergy.StuID WHERE  Age = 44"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(StuID), StuID, Allergy FROM Has_Allergy WHERE  StuID = 77 GROUP BY Allergy ORDER BY StuID DESC LIMIT 1"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT f.LName FROM Student AS f WHERE  f.Advisor <= 85
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT AllergyType FROM Allergy_Type ORDER BY AllergyType DESC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT StuID, StuID, Has_Allergy.Allergy FROM Allergy_Type JOIN Has_Allergy ON Has_Allergy.Allergy = Allergy_Type.Allergy GROUP BY Has_Allergy.Allergy HAVING MIN(StuID) < 93"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(StuID), COUNT(DISTINCT StuID), AllergyType FROM Allergy_Type JOIN Has_Allergy ON Has_Allergy.Allergy = Allergy_Type.Allergy WHERE  StuID >= 13 GROUP BY AllergyType ORDER BY AllergyType ASC LIMIT 3"
