Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'SUM'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT b.Speach_title, b.Name FROM spokesman JOIN spokesman AS b ON spokesman.Spokesman_ID = b.Spokesman_ID WHERE  b.Points <= 75 GROUP BY b.Name HAVING SUM(spokesman.Spokesman_ID) < 100 ORDER BY b.Speach_title ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Spokesman_ID FROM spokesman_district WHERE  Spokesman_ID < 44
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Age), Rank_position FROM spokesman_district JOIN spokesman ON spokesman.Spokesman_ID = spokesman_district.Spokesman_ID GROUP BY Rank_position ORDER BY Rank_position DESC LIMIT 5"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'comparison_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Area_km), spokesman_district.District_ID FROM spokesman_district JOIN spokesman JOIN district ON spokesman_district.District_ID = district.District_ID AND spokesman.Spokesman_ID = spokesman_district.Spokesman_ID WHERE Points BETWEEN 1 AND 10 AND Spokesman_ID >= (SELECT MIN(Spokesman_ID) FROM spokesman_district AS v WHERE  v.Spokesman_ID <= 98) LIMIT 1"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Area_km, Name FROM district WHERE  Density_km <= 22 GROUP BY Name"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT spokesman_district.Spokesman_ID, spokesman.Name FROM spokesman_district JOIN spokesman JOIN district ON spokesman_district.District_ID = district.District_ID AND spokesman.Spokesman_ID = spokesman_district.Spokesman_ID WHERE  spokesman_district.District_ID >= 95 GROUP BY spokesman.Name HAVING AVG(district.District_ID) >= 16 ORDER BY spokesman_district.Spokesman_ID ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'logical_operator': ['OR', 'between', 'not_in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT q.Name), q.Population FROM district AS q WHERE q.Area_km BETWEEN 1 AND 10 OR Government_website NOT IN (SELECT Government_website FROM district WHERE  Density_km < 14) ORDER BY q.Population ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Area_km), MIN(spokesman_district.District_ID), spokesman_district.District_ID FROM spokesman_district JOIN district ON spokesman_district.District_ID = district.District_ID WHERE  Density_km <= 1 GROUP BY spokesman_district.District_ID"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT District_ID), Start_year FROM spokesman_district WHERE  Spokesman_ID > 39 OR Start_year IN (SELECT Start_year FROM spokesman_district WHERE  Spokesman_ID <= 63 LIMIT 8)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT spokesman.Age), spokesman.Rank_position FROM spokesman AS t JOIN spokesman ON spokesman.Spokesman_ID = t.Spokesman_ID WHERE  t.Rank_position >= 88 GROUP BY spokesman.Rank_position"
