Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Age), People_ID, Age FROM people GROUP BY Age HAVING MIN(Age) >= 41"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT people.People_ID, u.Age, people.Name FROM people AS u JOIN people ON people.People_ID = u.People_ID WHERE  people.People_ID >= 100 OR EXISTS (SELECT * FROM employment WHERE people.People_ID = People_ID) GROUP BY people.Name HAVING MIN(u.People_ID) <= 91 ORDER BY people.People_ID DESC LIMIT 3"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'not_in_with_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(r.Market_Value_in_Billion), r.Headquarters FROM company AS r WHERE  r.Sales_in_Billion = 81 AND Profits_in_Billion NOT IN (SELECT Profits_in_Billion FROM company AS n WHERE  n.Sales_in_Billion >= 5)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'not_in_with_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(x.Company_ID), x.Assets_in_Billion FROM company AS x WHERE Market_Value_in_Billion NOT IN (SELECT Market_Value_in_Billion FROM company)"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Age), Age FROM people WHERE  Age != 37 ORDER BY Age ASC LIMIT 3"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'in_with_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT l.Name FROM company JOIN company AS l ON company.Company_ID = l.Company_ID WHERE Assets_in_Billion IN (SELECT Assets_in_Billion FROM company AS p WHERE p.Company_ID BETWEEN 1 AND 10) LIMIT 4
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT People_ID, Name, Market_Value_in_Billion FROM employment JOIN company ON company.Company_ID = employment.Company_ID WHERE  company.Company_ID = 27 OR EXISTS (SELECT * FROM employment WHERE Year_working BETWEEN 1 AND 10 AND company.Company_ID = Company_ID) GROUP BY Market_Value_in_Billion LIMIT 2"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT MAX(s.People_ID) FROM employment AS s
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'comparison_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT x.Name, x.Nationality FROM people AS x WHERE Graduation_College > (SELECT MIN(Graduation_College) FROM people) GROUP BY x.Nationality HAVING MIN(x.Age) = 91"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Profits_in_Billion), Name FROM company"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'between', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Company_ID FROM employment WHERE People_ID BETWEEN 1 AND 10 AND EXISTS (SELECT * FROM company WHERE Assets_in_Billion BETWEEN 1 AND 10 AND employment.Company_ID = Company_ID) LIMIT 8
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'comparison_with_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'COUNT'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Year_working, Year_working, People_ID FROM employment WHERE  People_ID < 74 AND People_ID = (SELECT SUM(People_ID) FROM employment AS a WHERE  a.People_ID >= 95) GROUP BY People_ID HAVING COUNT(Year_working) = 37 ORDER BY Year_working ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '!='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'count_distinct_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT q.Sales_in_Billion), COUNT(DISTINCT q.Name), q.Headquarters FROM company AS q WHERE  q.Market_Value_in_Billion != 9 ORDER BY q.Headquarters ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Company_ID, Graduation_College FROM employment JOIN people ON employment.People_ID = people.People_ID WHERE  employment.People_ID >= 7"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['AND', 'between', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT Company_ID), Name, Assets_in_Billion FROM company WHERE Profits_in_Billion BETWEEN 1 AND 10 AND EXISTS (SELECT * FROM employment WHERE  Year_working >= 57 AND company.Company_ID = Company_ID) GROUP BY Assets_in_Billion"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'count_distinct_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(people.People_ID), COUNT(DISTINCT v.People_ID), people.Age FROM people AS v JOIN people ON people.People_ID = v.People_ID WHERE people.People_ID BETWEEN 1 AND 10 AND  people.People_ID < 40 LIMIT 10"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'basic_comparison', 'exists_subquery']}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(Assets_in_Billion), Headquarters, People_ID FROM employment JOIN company ON company.Company_ID = employment.Company_ID WHERE  Sales_in_Billion <= 58 AND EXISTS (SELECT * FROM company AS o WHERE  o.Assets_in_Billion > 49 AND employment.Company_ID = o.Company_ID) GROUP BY People_ID ORDER BY People_ID DESC"
