Specification,query
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['arithmatic_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT t.Exhibition_ID, t.Date FROM exhibition_record AS t WHERE  t.Exhibition_ID <= t.Attendance"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['arithmatic_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Artist_ID FROM artist ORDER BY 1 DESC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT artist.Artist_ID FROM exhibition JOIN artist ON exhibition.Artist_ID = artist.Artist_ID WHERE  artist.Artist_ID >= Year ORDER BY artist.Artist_ID ASC LIMIT 4
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': '*', 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT *  FROM artist WHERE  Year_Join >= Age GROUP BY Age ORDER BY Age ASC LIMIT 4
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Theme, Ticket_Price FROM exhibition WHERE  Year > Year GROUP BY Ticket_Price"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(DISTINCT c.Exhibition_ID), c.Date FROM exhibition_record AS c WHERE  c.Exhibition_ID <= c.Attendance GROUP BY c.Date ORDER BY c.Date DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT b.Theme FROM exhibition AS b WHERE  b.Exhibition_ID < b.Year LIMIT 7
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['alias_exp', 'single_exp_text', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT artist.Country AS Country_t, l.Name, artist.Name FROM artist JOIN artist AS l ON artist.Artist_ID = l.Artist_ID WHERE  l.Artist_ID <= artist.Year_Join"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': {'basic_comparison': '<='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT s.Attendance, s.Date FROM exhibition_record AS s WHERE  s.Exhibition_ID <= s.Exhibition_ID ORDER BY s.Attendance ASC LIMIT 9"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MAX'}, 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(Artist_ID), Year FROM exhibition WHERE  Year = Artist_ID GROUP BY Year HAVING MAX(Year) = 99"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['OR', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'alias_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT COUNT(Year), exhibition.Artist_ID AS Artist_ID_j, Theme FROM exhibition JOIN artist ON exhibition.Artist_ID = artist.Artist_ID WHERE (Year_Join BETWEEN 1 AND 10) OR ( Age < exhibition.Artist_ID) ORDER BY Theme DESC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['arithmatic_exp', 'arithmatic_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT q.Exhibition_ID, q.Exhibition_ID FROM exhibition_record JOIN exhibition_record AS q ON exhibition_record.Exhibition_ID = q.Exhibition_ID"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': 'not_exists_subquery', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['arithmatic_exp', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","Error in EXISTS/NOT EXISTS subquery: can only concatenate str (not ""list"") to str"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table_with_name_changing', 'where_type': 'none', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT z.Exhibition_ID, z.Date FROM exhibition_record AS z GROUP BY z.Date HAVING MIN(z.Attendance) = 47 ORDER BY z.Exhibition_ID DESC LIMIT 2"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': 'in_with_subquery', 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'MIN'}, 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['alias_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT artist.Artist_ID AS Artist_ID_x, Year_Join, Ticket_Price FROM exhibition_record JOIN exhibition JOIN artist ON exhibition.Artist_ID = artist.Artist_ID AND exhibition_record.Exhibition_ID = exhibition.Exhibition_ID WHERE Ticket_Price IN (SELECT Ticket_Price FROM exhibition WHERE  Year <> Exhibition_ID) GROUP BY Ticket_Price HAVING MIN(Year) < 86 ORDER BY Artist_ID_x ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN_SELF JOIN', 'where_type': 'none', 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number', 'single_exp_number', 'single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT o.Ticket_Price, y.Ticket_Price, y.Theme FROM exhibition JOIN exhibition AS y JOIN exhibition AS o ON exhibition.Exhibition_ID = y.Exhibition_ID AND y.Exhibition_ID = o.Exhibition_ID ORDER BY y.Ticket_Price ASC"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_SELF JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 1, 'having_type': {'single': 'AVG'}, 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT Theme, y.Year_Join FROM exhibition JOIN artist JOIN artist AS y ON exhibition.Artist_ID = artist.Artist_ID AND artist.Artist_ID = y.Artist_ID WHERE (Ticket_Price BETWEEN 1 AND 10) AND ( Exhibition_ID >= artist.Artist_ID) GROUP BY y.Year_Join HAVING AVG(exhibition.Artist_ID) = 91 ORDER BY y.Year_Join DESC LIMIT 5"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'ASC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT exhibition_record.Exhibition_ID FROM exhibition_record JOIN exhibition ON exhibition_record.Exhibition_ID = exhibition.Exhibition_ID WHERE (exhibition_record.Exhibition_ID BETWEEN 1 AND 10) AND ( exhibition.Exhibition_ID <= Year) ORDER BY exhibition_record.Exhibition_ID ASC
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'none', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Year FROM exhibition JOIN artist ON exhibition.Artist_ID = artist.Artist_ID WHERE (Age BETWEEN 1 AND 10) AND ( Age < exhibition.Artist_ID) ORDER BY Year DESC
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'arithmatic_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(Exhibition_ID), Exhibition_ID FROM exhibition WHERE  Artist_ID > Artist_ID LIMIT 3"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_SELF JOIN', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'arithmatic_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT AVG(exhibition.Exhibition_ID), Ticket_Price, COUNT(DISTINCT exhibition_record.Date) FROM exhibition_record JOIN exhibition JOIN exhibition_record AS z ON exhibition_record.Exhibition_ID = z.Exhibition_ID AND exhibition_record.Exhibition_ID = exhibition.Exhibition_ID WHERE  Ticket_Price = Ticket_Price"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN_SELF JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['arithmatic_exp', 'arithmatic_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT o.Exhibition_ID, exhibition_record.Attendance FROM exhibition_record JOIN exhibition_record AS o JOIN exhibition_record AS p ON exhibition_record.Exhibition_ID = p.Exhibition_ID AND p.Exhibition_ID = o.Exhibition_ID WHERE  o.Exhibition_ID > exhibition_record.Exhibition_ID"
"{'meaningful_joins': 'yes', 'table_exp_type': 'SELF JOIN_SELF JOIN', 'where_type': {'logical_operator': ['AND', 'between', 'basic_comparison']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT exhibition.Ticket_Price FROM exhibition JOIN exhibition AS w JOIN exhibition AS m ON exhibition.Exhibition_ID = m.Exhibition_ID AND m.Exhibition_ID = w.Exhibition_ID WHERE (w.Exhibition_ID BETWEEN 1 AND 10) AND ( exhibition.Ticket_Price = m.Artist_ID) LIMIT 6
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN_JOIN', 'where_type': {'basic_comparison': '<>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'none', 'value_exp_types': ['agg_exp', 'count_distinct_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT SUM(artist.Artist_ID), COUNT(DISTINCT Date), COUNT(DISTINCT Age) FROM exhibition_record JOIN exhibition JOIN artist ON exhibition.Artist_ID = artist.Artist_ID AND exhibition_record.Exhibition_ID = exhibition.Exhibition_ID WHERE  Ticket_Price <> Ticket_Price"
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'logical_operator': ['OR', 'basic_comparison', 'not_exists_subquery']}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['arithmatic_exp', 'arithmatic_exp', 'single_exp_number'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","Error in EXISTS/NOT EXISTS subquery: can only concatenate str (not ""list"") to str"
"{'meaningful_joins': 'yes', 'table_exp_type': 'JOIN', 'where_type': {'basic_comparison': '>'}, 'number_of_value_exp_in_group_by': 0, 'having_type': 'none', 'orderby_type': 'DESC', 'limit_type': 'without_offset', 'value_exp_types': ['single_exp_text'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}",SELECT Date FROM exhibition_record JOIN exhibition ON exhibition_record.Exhibition_ID = exhibition.Exhibition_ID WHERE  Attendance > exhibition.Exhibition_ID ORDER BY Date DESC LIMIT 9
"{'meaningful_joins': 'yes', 'table_exp_type': 'single_table', 'where_type': {'basic_comparison': '='}, 'number_of_value_exp_in_group_by': 1, 'having_type': 'none', 'orderby_type': 'none', 'limit_type': 'without_offset', 'value_exp_types': ['agg_exp', 'count_distinct_exp'], 'distinct_type': 'none', 'min_max_depth_in_subquery': [1, 1]}","SELECT MIN(Attendance), COUNT(DISTINCT Date), Attendance FROM exhibition_record WHERE  Exhibition_ID = Attendance GROUP BY Attendance LIMIT 4"
