query
"{'hash': '3da4e3dba09591a034c4658af3028dcf29405aeb', 'query': 'SELECT T1.Name, SUM(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID JOIN poker_player AS T3 ON T2.People_ID = T3.People_ID WHERE T1.Height <= 180 GROUP BY T1.Name ORDER BY T1.Name DESC', 'template': 'SELECT #COLUMN#, SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# <= #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# DESC'}"
"{'hash': 'e70c29df8efe0688a72cfa00f2e4650ad598ef12', 'query': 'SELECT T1.Name, SUM(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID GROUP BY T1.Name', 'template': 'SELECT #COLUMN#, SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN#'}"
"{'hash': '3cf2595711f1d41854807140a0d468fa27d509ff', 'query': ""SELECT COUNT(DISTINCT T1.People_ID), SUM(T2.Final_Table_Made) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Nationality = 'USA' AND T2.Earnings > 1000000 AND T1.Height IN (SELECT Height FROM people WHERE Height > 180)"", 'template': ""SELECT COUNT(DISTINCT #COLUMN#), SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = '#VALUE#' AND #COLUMN# > #VALUE# AND #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#)""}"
"{'hash': '20ea235e17e747661ca6a6f5868b875953f61fbe', 'query': 'SELECT T1.Height, T1.Nationality, COUNT(T2.Poker_Player_ID) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID GROUP BY T1.Height, T1.Nationality ORDER BY T1.Height ASC', 'template': 'SELECT #COLUMN#, #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN#, #COLUMN# ORDER BY #COLUMN# ASC'}"
"{'hash': 'a88a68c7767661db38b57d993345ab82ec1694af', 'query': 'SELECT T1.Name, MIN(T2.Final_Table_Made) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Money_Rank < 100 LIMIT 10', 'template': 'SELECT #COLUMN#, MIN(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# LIMIT #VALUE#'}"
"{'hash': 'dd62b21a011a4c3ee076eedeef6074395fe5f3ea', 'query': 'SELECT MAX(T1.Earnings) AS max_earning, T2.Name FROM poker_player AS T1 INNER JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Height >= 180 ORDER BY T1.Earnings DESC LIMIT 10', 'template': 'SELECT MAX(#COLUMN#) AS max_earning, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE# ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': 'd54ced82f328fec53f0b7bf3d1734dcb82de104c', 'query': 'SELECT T1.Nationality, T2.Earnings FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID JOIN poker_player AS T3 ON T2.Poker_Player_ID = T3.Poker_Player_ID WHERE T2.Final_Table_Made >= 1 AND T3.Best_Finish >= 1', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE# AND #COLUMN# >= #VALUE#'}"
"{'hash': 'f5592dd8a3689892f4a06bfc7075fc09173f9cdc', 'query': ""SELECT COUNT(DISTINCT T1.People_ID) FROM poker_player AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID JOIN poker_player AS T3 ON T1.People_ID = T3.People_ID WHERE T2.Nationality = 'USA' AND T2.Height BETWEEN 175 AND 185 AND T1.Earnings IN (SELECT MAX(Earnings) FROM poker_player)"", 'template': ""SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = '#VALUE#' AND #COLUMN# BETWEEN #VALUE# AND #VALUE# AND #COLUMN# IN (SELECT MAX(#COLUMN#) FROM #TABLE#)""}"
"{'hash': '59765f5466bcd51dae2a7f6b750a729a8b656247', 'query': 'SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player WHERE Final_Table_Made > 10) LIMIT 5', 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
"{'hash': '61814c57344f2d418d56748bc85c77a4aa601e70', 'query': 'SELECT T1.Name, T2.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Height = 180 OR T1.People_ID BETWEEN 1 AND 100 OR T2.Money_Rank = 10 ORDER BY T1.Name ASC', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# OR #COLUMN# BETWEEN #VALUE# AND #VALUE# OR #COLUMN# = #VALUE# ORDER BY #COLUMN# ASC'}"
