query
"{'hash': '66cee5beacd736bdec14408a5fae18e241fb4387', 'query': ""SELECT COUNT(DISTINCT T1.Name), T3.Name FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID JOIN branch AS T3 ON T2.Branch_ID = T3.Branch_ID WHERE T3.Address_road != 'New York' LIMIT 10"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# != #VALUE# LIMIT #VALUE#'}"
"{'hash': 'fb138aa6e48d0189aeaa24057d9ce6cfd86eb70b', 'query': ""SELECT AVG(Level), SUM(Total_pounds) FROM member AS T1 INNER JOIN purchase AS T2 ON T1.Member_ID = T2.Member_ID AND T2.Year = '2015' WHERE T1.Level = 1 ORDER BY T2.Total_pounds ASC LIMIT 5"", 'template': ""SELECT AVG(#COLUMN#), SUM(#COLUMN#) FROM #TABLE# AS T1 INNER JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# AND #COLUMN# = '#VALUE#' WHERE #COLUMN# = #VALUE# ORDER BY #COLUMN# ASC LIMIT #VALUE#""}"
"{'hash': '0162f6cdc4a48f5aac3a20a22f5d3189cb25eb64', 'query': ""SELECT Name, COUNT(Level) FROM member WHERE Hometown = 'London' GROUP BY Name LIMIT 10"", 'template': ""SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# WHERE #COLUMN# = '#VALUE#' GROUP BY #COLUMN# LIMIT #VALUE#""}"
"{'hash': '563c7be5e3f05a73575fcfe1e93d6234564731b1', 'query': 'SELECT COUNT(DISTINCT T1.Member_ID), COUNT(DISTINCT T2.Branch_ID), T1.Name FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID WHERE T1.Level < 5 LIMIT 10', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#), #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# LIMIT #VALUE#'}"
"{'hash': '2630a12b586860ce64ebff4857af9c27e2261d0c', 'query': 'SELECT * FROM member AS T1 WHERE T1.Level BETWEEN 1 AND 10', 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE#'}"
"{'hash': 'c7b398a7eae6ec87176e152bb0971178c406ce90', 'query': ""SELECT T1.Name, SUM(T4.Total_pounds) FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID JOIN branch AS T3 ON T2.Branch_ID = T3.Branch_ID JOIN purchase AS T4 ON T3.Branch_ID = T4.Branch_ID WHERE T1.Level > 2 OR T4.Year = '2018' LIMIT 10"", 'template': 'SELECT #COLUMN#, SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# > #VALUE# OR #COLUMN# = #VALUE# LIMIT #VALUE#'}"
"{'hash': '83b9027db4d7266a85bda69a87b0f68997151575', 'query': 'SELECT T1.Branch_ID, COUNT(DISTINCT T2.Member_ID) FROM branch AS T1 JOIN purchase AS T2 ON T1.Branch_ID = T2.Branch_ID WHERE T1.Branch_ID IN (SELECT T3.Branch_ID FROM branch AS T3 JOIN membership_register_branch AS T4 ON T3.Branch_ID = T4.Branch_ID) ORDER BY T1.Branch_ID DESC LIMIT 1', 'template': 'SELECT #COLUMN#, COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN#) ORDER BY #COLUMN# DESC LIMIT #VALUE#'}"
"{'hash': '8fad8d1979da193b90868eb0dc5715f7f675fd14', 'query': 'SELECT T1.Level, T2.Open_year FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID JOIN branch AS T3 ON T2.Branch_ID = T3.Branch_ID JOIN purchase AS T4 ON T3.Branch_ID = T4.Branch_ID', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN#'}"
"{'hash': '732d52a9d8c6c0d2781b7d45153f7b62c9cf77d3', 'query': 'SELECT COUNT(DISTINCT Member_ID), COUNT(DISTINCT Card_Number), AVG(Level) FROM member WHERE Level >= 3 LIMIT 10', 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#), AVG(#COLUMN#) FROM #TABLE# WHERE #COLUMN# >= #VALUE# LIMIT #VALUE#'}"
"{'hash': '9cd3e832de1cdc7835c0cebb38640dee92f9b080', 'query': 'SELECT T1.Member_ID, T2.Branch_ID FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID WHERE EXISTS (SELECT 1 FROM purchase AS T3 WHERE T3.Member_ID = T1.Member_ID AND T3.Branch_ID = T2.Branch_ID)', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# = #COLUMN#)'}"
"{'hash': 'b7e0c5a2657cc3c2c92b12063a4524affc3b813b', 'query': 'SELECT T1.Name, T1.Level FROM member AS T1 WHERE T1.Level BETWEEN 1 AND 2', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# AS #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE#'}"
"{'hash': '489d701f9cf049078b644df0f5d415082fdaffa9', 'query': 'SELECT T1.Name, T2.Name FROM member AS T1 JOIN membership_register_branch AS T2 ON T1.Member_ID = T2.Member_ID JOIN branch AS T3 ON T2.Branch_ID = T3.Branch_ID WHERE T3.membership_amount = 100 LIMIT 10', 'template': 'SELECT #COLUMN#, #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# LIMIT #VALUE#'}"
