query,question,iter,flag
"SELECT Mission_ID, Speed_knots FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID WHERE  Mission_ID < 46 ORDER BY Mission_ID ASC LIMIT 5",What are the mission id and speed in knots of the next 5 missions with a mission id greater than 45?,3,True
"SELECT Nationality, Code FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID WHERE  Tonnage < 87 OR Ship_ID >= 51 LIMIT 10","What are the nationalities and codes of the ships with a tonnage less than 87 or with a ship ID of 51 or greater, listed from the 11th to the 20th record?",3,True
"SELECT MAX(h.Launched_Year), h.Location FROM mission AS h WHERE Launched_Year NOT IN (SELECT Launched_Year FROM mission AS w WHERE w.Ship_ID BETWEEN 1 AND 10) LIMIT 9",What are the maximum launched years and locations of the 10th to 18th missions of ships with IDs outside the range of 1 to 10?,6,False
SELECT e.Type FROM ship AS e WHERE  e.Tonnage >= 23 GROUP BY e.Type HAVING AVG(e.Ship_ID) > 100 ORDER BY e.Type DESC LIMIT 4,"What are the last four ship types in descending order that have an average ship id greater than 100 and a tonnage of 23 or more, excluding the first four results?",6,False
"SELECT COUNT(DISTINCT q.Ship_ID), q.Nationality FROM ship AS q WHERE q.Ship_ID BETWEEN 1 AND 10 AND Ship_ID IN (SELECT Ship_ID FROM ship AS d WHERE  d.Tonnage = 45) ORDER BY q.Nationality DESC","What are the counts of distinct Ship_ID for each Nationality of ships with a Ship_ID between 1 and 10 and a Tonnage of 45, ordered by Nationality in descending order?",6,True
"SELECT MAX(T1.Tonnage), COUNT(DISTINCT T1.Nationality) FROM ship AS T1 JOIN mission AS T2 ON T2.Ship_ID = T1.Ship_ID WHERE T2.Speed_knots BETWEEN 1 AND 10 OR T1.Tonnage IN (SELECT T3.Tonnage FROM ship AS T3 WHERE T3.Ship_ID BETWEEN 1 AND 10 LIMIT 6) LIMIT 6","What is the maximum tonnage and the number of distinct nationalities of the ships with a mission speed between 1 and 10 knots or with a ship id between 1 and 10, showing only 6 results starting from the 7th?",6,False
"SELECT AVG(Tonnage) AS Average_Tonnage, COUNT(mission.Ship_ID), COUNT(DISTINCT Nationality) FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID WHERE Mission_ID BETWEEN 1 AND 10","What is the average tonnage of ships in missions 1 through 10, the number of ships in these missions, and the number of distinct nationalities of these ships?",2,True
"SELECT mission.Ship_ID, Tonnage FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID",What are the ship id and tonnage of each ship that went on a mission?,4,True
SELECT Nationality FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID WHERE Mission_ID BETWEEN 1 AND 10 OR Ship_ID > (SELECT MIN(Ship_ID) FROM ship WHERE Tonnage BETWEEN 1 AND 10) LIMIT 1,"What is the nationality of the second ship in the list that has either a mission id between 1 and 10, or a ship id greater than the smallest ship id of ships with a tonnage between 1 and 10?",2,True
"SELECT AVG(Mission_ID), COUNT(ship.Ship_ID) FROM ship JOIN mission ON mission.Ship_ID = ship.Ship_ID WHERE EXISTS (SELECT * FROM mission AS u WHERE ship.Ship_ID = u.Ship_ID)",What is the average mission id and the total count of ships that have at least one associated mission?,5,True
"SELECT AVG(l.Launched_Year), COUNT(DISTINCT l.Speed_knots), COUNT(DISTINCT l.Location), l.Ship_ID FROM mission AS l WHERE  l.Ship_ID < 39 GROUP BY l.Ship_ID","For each ship with an id less than 39, what are the average launch year, number of distinct speeds, and number of distinct locations?",6,False
