query,question,iter,flag
"SELECT COUNT(DISTINCT m.Nickname), m.Joined FROM Championship AS m GROUP BY m.Joined",How many unique nicknames of institutions joined in each year?,2,True
SELECT n.Nickname FROM Championship AS n WHERE n.Number_of_Championships BETWEEN 1 AND 10 ORDER BY n.Nickname ASC,"What are the nicknames of institutions that have won between 1 and 10 championships, listed in ascending order by nickname?",3,True
"SELECT COUNT(DISTINCT Stadium), Enrollment FROM Championship JOIN institution ON Championship.Institution_ID = institution.Institution_ID",What is the number of unique stadiums and the enrollment of institutions that have won championships?,4,True
SELECT Nickname FROM Championship WHERE Institution_ID > 82 ORDER BY Nickname ASC;,"What are the nicknames of the institutions with an institution id greater than 82, listed in alphabetical order?",2,True
"SELECT SUM(Capacity), Enrollment FROM institution WHERE Enrollment BETWEEN 1 AND 10 AND EXISTS (SELECT * FROM Championship WHERE  Number_of_Championships >= 73 AND institution.Institution_ID = Championship.Institution_ID) ORDER BY Enrollment DESC","What is the sum of stadium capacities and the enrollment of institutions with between 1 and 10 enrolled students, and have won at least 73 championships, listed in descending order of enrollment?",2,True
SELECT Enrollment FROM Championship JOIN institution ON Championship.Institution_ID = institution.Institution_ID WHERE Joined BETWEEN 1 AND 10 AND  Championship.Institution_ID < 85,What is the enrollment of institutions with institution ids less than 85 that joined between 1 and 10 championships?,2,True
"SELECT AVG(c.Joined) AS Joined_Avg, COUNT(DISTINCT c.Nickname), c.Nickname, c.Number_of_Championships FROM Championship AS c WHERE c.Institution_ID BETWEEN 1 AND 10 GROUP BY c.Number_of_Championships, c.Nickname HAVING COUNT(c.Number_of_Championships) < 33 ORDER BY c.Number_of_Championships DESC","What is the average year that institutions with fewer than 33 championships joined, along with the number of distinct nicknames, for institutions with IDs between 1 and 10, grouped by the number of championships and nickname, and sorted in descending order by the number of championships?",6,False
"SELECT COUNT(DISTINCT Team), Province, Affiliation FROM institution WHERE Capacity >= 67 GROUP BY Province, Affiliation ORDER BY Province ASC;","What is the number of distinct teams in each province and affiliation for institutions with a capacity of at least 67, listed in ascending order by province?",4,True
SELECT Founded FROM institution WHERE Capacity BETWEEN 1 AND 10 AND Name IN (SELECT Name FROM institution AS v WHERE v.Founded BETWEEN 1 AND 10 LIMIT 10) ORDER BY Founded DESC LIMIT 9,What are the next 1 earliest founding years of institutions with a capacity between 1 and 10 among the top 10 earliest founding years of all institutions with a capacity between 1 and 10?,5,True
"SELECT Name, Province FROM Championship JOIN institution ON Championship.Institution_ID = institution.Institution_ID WHERE  institution.Institution_ID < 7 ORDER BY Province DESC LIMIT 8","What are the names of institutions and their provinces for the institutions with an institution id less than 7, listed in descending order of province, starting from the 9th result?",6,True
